SquareFootage,NumRooms,NumBathrooms,HasBalcony,HasGymAccess,HasParking,NeighborhoodSafetyIndex,WalkScore,SchoolRating,Rent
802,3,2,0,1,0,8.89,31,3.1,3453.76
2658,4,1,0,1,1,8.08,34,3.7,6431.64
2014,3,3,0,0,0,8.91,27,8.7,5422.19
496,1,2,0,0,1,3.71,10,8.7,2750.14
933,4,1,0,1,1,1.95,44,7.9,2921.01
972,3,2,1,0,0,6.67,37,7.7,3757.69
1964,2,1,0,0,0,6.02,40,2.8,5101.11
2987,5,2,1,0,1,2.3,23,1.5,6108.77
2309,4,2,1,1,1,7.34,11,7.8,5672.74
998,2,1,1,1,1,1.23,12,8.8,2802.26
1688,3,1,1,1,1,3.98,0,4.8,4106.4
2649,2,3,0,1,1,2.36,2,3.9,5249.06
475,3,1,0,0,1,9.95,29,7.9,2954.67
2256,4,3,0,0,1,3.9,29,7.5,5579.68
1173,2,1,1,0,0,1.36,32,4.8,2883.33
2861,1,3,1,0,1,3.89,18,7.9,6018.11
1246,4,1,0,0,0,5.37,82,6.9,4515.23
861,1,1,1,0,1,6.72,92,5.9,3259.28
2369,5,1,1,0,0,4.8,58,1.4,5570.77
2984,3,2,0,0,0,9.57,71,4.4,7052.81
1983,3,1,1,0,1,1.35,14,1.5,4209.69
1366,4,3,0,1,1,7.37,75,2.4,5101.86
2282,5,3,0,0,1,9.82,9,9.8,6492.92
883,4,3,0,0,1,8.05,64,4.2,4351.95
1607,1,1,0,1,1,3.02,59,9.1,4190.21
633,2,3,1,1,0,8.12,37,1.2,3188.06
858,5,2,1,0,0,1.32,96,7.2,3695.07
2699,3,3,1,1,1,7.2,19,5.4,6632.31
502,4,2,1,0,1,8.13,64,6.5,3731.18
2452,3,3,0,1,1,9.12,56,3.4,6097.28
2643,2,2,1,0,1,4.07,18,9.8,5912.85
1894,4,2,0,1,1,5.02,47,2.7,5057.31
2699,1,2,0,1,1,3.77,89,5.5,6016.35
1858,1,2,0,0,0,8.23,53,5.4,5164.66
2666,5,2,1,0,0,1.52,57,3.6,6623.2
1965,5,3,1,1,1,5.71,77,3.9,5730.7
1837,2,3,1,1,1,7.91,8,8.5,5354.08
1368,1,3,1,0,1,3.92,2,4.1,3398.0
979,5,2,1,0,0,8.02,69,7.7,4399.62
2138,2,2,1,0,0,2.36,43,1.6,4870.16
2118,3,1,1,1,1,1.43,44,4.0,5189.4
2762,4,1,1,1,0,9.49,78,1.1,6633.15
1224,4,2,0,0,0,8.11,81,8.9,5258.47
1934,4,1,0,0,0,7.38,16,9.7,5466.88
1294,1,1,0,0,0,5.15,1,7.8,2962.41
1706,2,1,1,0,0,2.88,87,1.5,4536.26
1919,2,3,1,0,0,2.8,57,5.9,5105.19
2860,3,2,0,0,0,5.96,47,7.3,6878.99
695,2,2,0,0,0,8.17,28,9.4,3139.74
559,4,2,1,1,0,4.58,17,6.3,2797.93
1087,3,2,0,0,1,1.38,11,1.7,3391.88
734,5,3,0,1,1,1.13,88,7.1,3536.04
2044,3,2,0,0,0,7.64,51,1.4,5263.14
2245,5,1,0,1,0,3.13,10,7.2,5601.38
553,1,3,0,0,0,5.38,33,8.9,2494.25
2310,1,1,1,1,0,9.72,42,6.2,5842.75
2228,3,3,1,1,1,3.83,75,10.0,6057.55
883,2,2,0,0,1,5.91,46,6.8,3077.3
1498,3,3,0,1,1,5.27,22,5.2,4537.36
2467,1,1,1,0,0,3.38,10,7.1,5357.56
2169,3,3,0,0,1,8.98,49,5.7,6349.91
2493,5,3,0,0,1,9.14,26,3.4,6050.98
2168,4,1,0,0,1,5.19,9,8.4,4950.34
2129,4,2,0,1,1,3.73,97,3.5,5908.74
851,5,3,0,1,0,3.51,99,9.0,4552.32
2561,1,2,1,1,1,7.53,50,8.5,6190.67
2746,4,2,0,1,0,1.14,64,5.5,6790.22
1573,5,1,1,1,1,1.38,71,4.1,4353.51
468,5,2,1,1,0,8.23,58,6.5,3870.95
2801,1,3,1,0,1,5.11,24,4.8,6560.35
621,2,2,1,0,0,8.11,86,1.0,3745.52
762,2,3,1,0,0,8.46,37,1.3,3448.37
1822,1,1,0,0,1,7.76,79,3.4,5055.11
474,4,2,1,1,0,1.49,6,9.7,2417.26
513,2,3,0,0,1,7.96,81,2.2,3299.89
2180,3,3,0,1,0,8.83,49,5.9,6272.01
1362,4,2,1,0,0,8.11,22,6.7,4663.53
1043,3,1,0,0,0,8.69,99,8.3,4605.95
1998,3,1,0,1,0,2.31,69,2.6,4199.36
2076,5,1,0,1,0,1.64,97,5.0,5277.23
655,4,1,1,0,1,8.42,31,3.4,3106.66
667,2,3,0,0,1,4.15,95,8.8,4038.91
2921,2,1,1,0,0,6.43,22,8.6,5857.25
712,1,1,1,0,1,1.55,29,1.4,2397.53
2461,4,2,0,1,0,9.75,81,3.7,6733.8
2955,3,3,0,0,1,6.73,96,3.1,7002.36
1440,2,2,0,1,0,7.92,87,5.6,4627.83
2415,3,1,0,1,1,6.11,47,8.4,5829.49
2990,3,2,1,0,0,8.13,70,9.0,7422.68
2048,4,2,0,1,1,5.12,5,9.1,4545.44
1367,4,1,1,0,0,3.25,92,6.4,4512.98
2547,1,1,1,1,0,2.08,23,9.3,5459.58
1270,4,2,0,0,1,3.89,51,3.4,4236.69
844,2,2,1,0,0,3.01,43,4.8,3502.87
1057,5,3,1,1,1,5.19,65,9.3,4968.01
1596,1,2,0,0,0,8.58,40,6.4,4918.74
2662,3,2,0,0,1,9.47,11,6.8,6298.83
1091,4,1,0,1,0,9.83,71,8.7,4442.83
747,5,3,0,1,1,5.53,96,2.0,4026.27
1216,2,3,1,1,1,9.24,2,5.1,4350.33
1743,2,3,0,1,1,9.93,36,8.7,5660.89
1309,4,3,1,0,0,2.72,20,8.9,4502.44
1815,5,3,1,0,1,8.09,37,6.9,5873.93
998,1,3,0,0,1,6.3,99,8.5,4344.39
2261,4,2,0,1,0,8.01,53,4.3,5980.36
2877,3,2,1,1,1,2.98,24,4.1,6181.88
1768,1,1,1,0,0,4.35,58,8.4,4946.74
1930,5,1,0,0,0,6.86,37,4.0,4999.16
566,1,1,1,1,1,8.04,71,5.9,2954.02
1808,4,2,1,1,0,9.59,83,4.0,5739.03
2578,1,1,1,0,0,8.11,27,8.6,5819.23
1238,4,2,1,0,0,2.8,71,7.6,4466.19
1175,1,3,0,1,1,5.99,71,2.7,3689.21
2469,3,2,1,1,0,8.19,35,7.8,6750.91
2488,5,1,1,0,0,9.64,83,8.7,6802.28
2386,1,3,1,0,0,9.83,59,4.9,6060.15
1919,1,1,1,1,1,1.57,50,1.9,4375.91
2770,3,3,0,1,1,9.88,50,7.1,7151.93
1897,1,3,1,0,1,5.36,72,2.4,4965.44
2853,1,2,1,1,0,1.56,21,5.2,6259.15
673,5,3,0,1,1,1.36,13,9.3,3319.24
1297,2,2,0,1,1,4.5,22,6.5,3733.45
1863,5,3,1,1,1,4.92,65,8.0,6262.42
417,3,2,0,0,1,6.92,28,1.7,2759.52
2705,3,1,0,1,1,8.83,67,9.0,7085.51
1113,2,2,0,1,0,3.95,47,3.3,3461.82
540,5,3,1,1,1,9.77,88,6.5,4283.49
1961,4,3,0,0,0,7.11,36,6.7,5657.0
2419,3,2,1,1,1,5.59,91,1.2,5985.21
680,4,1,0,0,1,8.6,89,7.5,4330.15
529,2,2,1,1,1,9.77,19,8.4,2813.84
1394,4,1,0,0,1,5.39,98,8.8,5113.14
1066,4,3,1,1,1,1.63,29,6.2,4041.0
453,2,2,1,1,1,8.36,20,4.2,2794.06
2408,2,3,0,0,1,7.08,32,4.3,5561.4
2313,2,3,1,0,1,8.52,46,3.6,5865.34
1182,2,1,1,1,0,9.18,64,4.7,4124.44
939,4,3,1,1,0,5.08,22,8.8,4043.35
1285,5,1,1,0,0,6.74,94,3.7,5039.19
1998,1,3,0,1,0,7.26,6,1.3,4540.92
2905,4,2,1,0,1,1.57,31,1.3,6226.49
2215,2,2,0,0,1,6.96,24,8.3,4987.33
2673,4,1,0,0,1,2.55,62,9.7,5628.16
2058,2,1,0,0,0,3.07,63,6.3,5021.04
958,4,2,1,1,1,2.57,73,8.1,3862.87
524,2,1,1,1,1,6.05,91,8.9,2975.71
1732,4,3,0,0,1,3.82,73,2.7,5201.42
1591,4,2,0,0,0,6.33,56,10.0,5210.58
1412,5,1,0,1,1,2.26,10,8.4,3848.12
895,3,1,1,0,1,2.34,71,6.9,3193.79
820,5,2,1,1,1,9.42,16,5.5,3735.2
1570,5,2,1,0,0,5.22,54,3.9,4697.31
1124,3,3,0,0,0,3.37,54,5.8,3908.4
616,3,2,0,0,0,5.77,41,9.5,3136.68
2118,3,2,1,0,0,7.06,89,2.5,5768.21
691,1,3,1,0,1,7.12,48,4.3,3410.4
1883,4,2,1,1,1,2.9,79,3.4,5273.37
1120,3,2,1,0,0,8.07,62,1.7,4560.18
732,3,1,1,1,0,7.8,90,4.2,3834.98
706,5,2,1,0,1,8.7,53,4.0,3820.12
2445,3,1,0,0,0,1.66,98,6.5,5724.99
2823,1,3,1,0,1,7.76,30,1.8,6526.59
1384,3,3,0,0,1,2.86,3,4.1,3910.59
928,4,3,1,1,1,3.46,88,7.0,4292.95
2998,2,1,0,1,1,2.62,60,2.9,6660.27
600,1,2,1,0,0,2.44,38,9.1,2705.77
2224,3,2,1,0,1,2.99,79,1.4,5824.85
1334,5,2,0,1,0,8.92,30,6.8,4714.41
2269,4,1,0,0,0,9.22,10,5.2,5359.37
1413,1,3,0,0,0,1.19,0,4.2,3231.25
1871,3,3,1,0,1,1.6,0,5.7,3994.75
1889,5,2,0,0,1,4.52,25,2.1,4981.19
2392,5,1,0,1,1,7.81,48,2.4,6572.74
2080,3,2,1,0,1,2.24,21,3.9,4826.52
813,2,2,0,1,1,6.99,40,1.5,3405.32
929,4,1,0,0,0,2.96,64,7.1,3789.91
1795,1,2,0,1,0,5.08,16,2.9,4315.76
1214,1,2,1,0,0,6.63,95,8.8,4191.61
692,1,3,1,1,1,5.69,65,9.9,3631.43
2352,3,1,1,1,1,1.12,95,1.9,5399.61
909,4,3,1,1,1,7.64,29,3.6,3508.07
1754,2,2,1,1,1,6.37,13,8.8,4686.18
2429,1,3,1,0,0,6.31,20,6.5,5225.19
1478,1,3,0,0,1,7.65,46,2.5,4622.68
1833,1,2,0,0,0,3.63,58,9.3,4854.11
1496,1,3,1,1,0,3.83,12,1.9,4101.97
697,3,1,0,0,1,7.25,74,8.3,3845.99
1949,3,2,1,0,1,1.25,89,10.0,5268.83
1130,5,2,1,0,0,9.8,7,2.8,3998.61
1020,3,3,0,1,0,2.92,13,8.3,3143.37
900,5,1,1,1,0,3.93,3,5.4,2900.87
1655,5,3,0,1,1,7.71,21,7.4,5375.05
2097,4,1,1,1,0,1.52,27,7.8,5257.99
1758,2,1,1,0,0,2.42,76,6.4,4413.61
1549,5,2,1,0,1,5.66,81,5.4,4899.25
2115,4,3,1,0,1,1.23,9,4.2,4885.14
1980,2,3,0,0,0,2.23,46,6.8,4798.03
2389,1,2,0,1,0,9.09,16,3.7,5394.2
1629,2,2,0,0,1,6.57,58,7.2,4729.24
2903,1,2,0,1,1,9.46,75,6.6,7119.31
1050,4,2,1,0,0,4.73,8,6.1,3362.67
1295,2,1,0,0,0,4.88,0,8.2,3642.57
2619,1,1,0,0,0,4.26,19,2.1,4808.08
2006,1,3,0,1,1,5.02,47,7.1,5222.15
476,2,1,0,1,0,3.45,98,5.8,2925.48
2162,2,1,1,1,1,9.95,3,3.9,5642.43
668,3,3,0,1,0,8.04,92,4.8,3944.3
1125,1,1,0,0,0,1.87,90,3.6,3202.06
1580,1,2,1,1,1,2.81,17,2.4,3847.64
863,5,1,1,1,1,5.13,62,6.4,4440.48
620,3,2,0,1,1,6.65,70,1.7,3759.53
2341,4,2,0,1,0,3.24,23,2.9,5690.74
2866,5,3,0,0,1,2.85,15,2.5,6015.49
1262,4,2,0,0,1,7.27,50,5.8,4437.15
2187,1,1,0,0,0,3.94,50,4.7,4692.36
1677,3,3,1,1,1,1.16,32,6.5,4788.55
1819,2,3,0,1,0,5.45,67,3.3,4984.95
2579,1,2,1,0,1,3.42,92,4.0,6216.42
1563,3,3,1,0,0,6.04,17,5.1,4147.59
1557,5,3,1,1,0,7.5,4,3.5,4764.48
2639,1,3,1,0,0,2.9,67,6.2,6309.22
1348,5,1,0,1,0,9.08,94,9.5,5030.52
2303,3,3,0,0,0,7.43,51,3.3,5819.77
1544,1,3,0,1,0,9.64,22,7.4,4459.15
994,4,3,0,0,0,9.92,12,6.3,4336.82
2288,1,3,0,0,0,3.49,98,1.1,5912.85
1072,3,2,1,0,1,5.6,90,2.7,4204.59
1329,4,2,1,1,1,6.01,95,9.6,4706.01
406,4,2,0,1,1,5.65,88,6.9,3495.63
1150,5,3,1,1,0,7.67,77,3.2,5265.88
2085,2,1,0,1,1,8.28,31,7.8,5239.25
2614,4,3,0,0,0,2.34,81,5.1,6241.64
1143,4,1,1,0,0,5.47,67,1.0,3785.74
1300,4,1,1,0,0,8.39,49,7.8,4601.29
2175,3,3,0,1,1,6.88,47,2.6,5677.58
2321,3,2,0,1,1,2.4,78,4.9,5278.52
1662,3,2,1,1,1,5.91,88,1.5,4938.35
1117,4,3,1,1,0,8.82,97,4.0,4811.99
1948,4,2,1,0,1,4.54,79,5.5,5939.14
1998,5,2,1,1,0,8.69,5,4.2,5497.44
724,3,3,0,0,1,1.05,11,2.2,2405.48
1175,3,2,1,0,1,9.48,15,2.7,3490.1
2994,2,2,1,0,0,4.42,76,3.6,6908.37
1846,5,3,1,1,0,3.2,84,1.7,5491.95
1138,5,1,1,1,0,6.63,78,7.3,4703.91
1537,4,1,0,0,1,5.97,27,5.7,4456.24
1501,5,3,0,1,0,6.73,59,6.7,5187.11
2121,5,1,0,1,1,9.34,28,1.0,5286.23
2154,1,1,0,0,0,2.33,37,8.9,4541.57
2091,1,3,1,1,0,3.6,78,4.4,5408.02
1757,1,1,0,1,1,2.76,12,8.7,3832.23
1610,2,1,1,1,1,9.18,52,2.8,4434.78
2961,5,2,1,1,1,4.78,36,2.7,6915.03
1953,1,3,1,1,0,7.99,19,4.3,5037.67
1108,5,1,0,1,0,6.83,98,6.1,4453.32
1830,2,2,1,1,1,4.3,72,7.8,4760.46
501,2,1,1,0,1,2.52,22,4.3,1521.93
2408,4,3,0,0,0,3.83,19,4.8,5696.54
2207,3,2,1,1,1,7.53,74,5.7,6149.42
2895,3,1,0,0,0,6.22,93,8.3,7273.97
1051,5,1,0,0,1,2.81,38,3.7,3745.32
2133,1,3,1,1,1,4.55,74,6.5,5737.11
948,2,2,1,0,0,1.74,24,9.6,3092.75
1700,3,1,0,0,1,3.09,20,8.0,4134.84
529,4,3,1,1,0,5.81,80,1.0,3403.11
483,5,2,1,0,1,1.2,60,7.7,3309.66
1330,4,3,1,0,0,3.07,43,7.0,4419.3
1681,4,1,0,0,1,4.95,27,2.5,4318.01
2807,3,3,0,1,0,3.59,59,3.9,6367.37
1222,5,3,0,1,1,8.3,61,6.3,4786.78
1900,2,2,1,1,1,6.7,1,3.8,4601.74
555,1,3,0,1,0,5.79,82,8.2,3703.99
777,5,1,1,1,1,4.27,93,8.3,4303.79
2208,2,3,1,0,1,8.81,86,7.0,6472.76
575,5,3,1,1,0,1.45,67,7.8,3461.66
785,4,3,0,1,0,9.47,62,6.6,4574.65
2803,1,3,0,0,1,2.55,16,5.6,5686.69
518,5,2,1,0,0,3.39,26,8.0,3025.16
2668,5,1,1,1,1,2.73,87,9.0,6386.1
2445,3,1,0,0,0,7.33,31,6.2,5733.37
1268,3,2,1,0,0,8.54,80,3.2,4709.82
970,4,2,1,0,0,6.8,22,8.9,3701.52
1420,3,3,0,0,0,6.85,6,3.1,3792.75
2747,5,2,1,0,1,8.62,6,5.7,6454.03
2440,2,2,0,0,1,5.89,70,8.0,5998.54
1041,3,2,0,0,1,3.21,66,6.3,3751.99
2911,4,2,0,1,1,3.01,70,5.8,7025.5
1554,4,1,1,0,0,5.59,81,9.8,5420.39
1907,4,1,0,0,0,4.44,7,3.6,4188.6
2036,5,1,1,1,1,1.51,14,8.7,4984.51
2104,4,3,0,1,0,1.11,43,5.7,5186.68
1116,2,2,0,1,0,5.71,32,5.7,4108.67
1278,3,3,1,1,1,2.48,54,1.1,4339.51
2613,1,1,0,0,1,9.72,69,5.7,5732.69
1298,5,3,1,0,1,3.57,0,3.4,4115.54
2372,5,2,0,1,1,1.64,61,7.7,5817.35
832,5,2,0,0,0,4.45,73,7.2,2943.02
2368,2,3,1,0,0,7.13,92,6.4,6371.01
2279,2,2,1,0,0,9.44,45,7.6,5835.54
446,1,1,1,0,1,9.32,74,1.0,2588.35
2017,4,2,0,1,0,4.51,22,4.6,4822.19
2926,4,1,0,1,0,1.89,16,3.8,6032.23
2797,1,1,1,0,0,3.13,22,2.0,5101.79
1652,3,1,1,1,0,5.89,84,3.0,5068.75
487,4,2,1,1,0,2.28,47,2.9,2738.03
2293,5,3,0,1,0,3.01,46,7.4,6106.81
1475,4,2,1,1,0,9.42,19,8.2,4988.27
2997,2,2,1,1,1,7.42,17,3.1,6621.21
2816,5,2,0,1,0,2.35,10,8.1,6123.61
1197,3,3,1,0,1,6.16,34,2.6,3787.64
1969,5,3,1,1,1,6.51,57,1.8,5612.91
526,4,1,1,0,0,8.61,33,3.7,3144.45
2975,2,3,1,1,0,4.74,8,8.7,6532.71
728,1,2,1,0,0,4.27,26,6.5,2791.51
2493,2,2,0,0,0,1.69,92,2.3,5720.58
2660,4,1,1,0,1,7.88,96,8.6,7035.77
1791,5,3,1,0,1,8.77,0,1.4,5015.98
1947,5,2,0,0,1,9.94,25,4.6,5818.51
1797,5,3,0,1,0,9.18,28,8.8,5382.65
2540,2,1,1,1,1,9.93,12,9.4,6403.31
2801,3,2,0,1,0,6.46,53,7.3,6484.29
1681,3,3,0,0,0,4.5,28,5.5,4252.9
1487,1,1,1,1,0,5.43,52,2.3,4123.11
2552,5,1,0,1,1,6.85,49,4.3,6368.55
1081,4,2,0,0,1,3.65,37,1.2,3430.55
2438,4,3,1,0,0,3.33,32,6.4,5889.71
2938,4,2,0,0,1,3.35,27,4.9,6364.31
2701,4,3,0,0,0,4.35,47,6.9,6466.31
787,2,2,0,0,0,3.08,15,5.7,2709.45
630,3,3,1,1,1,5.21,4,7.6,3673.28
680,4,3,1,0,0,1.66,44,7.6,3493.59
1436,3,1,0,1,0,9.04,30,2.0,4100.11
1384,3,3,0,0,1,3.46,30,3.7,4402.14
2633,1,3,0,0,0,6.49,80,5.6,6603.17
1876,5,3,1,1,1,1.89,83,6.8,5780.98
726,5,1,1,1,1,4.99,37,8.8,3494.58
1710,1,3,1,1,0,5.28,5,8.6,3985.95
1531,1,3,0,0,1,7.13,3,6.9,4421.37
1782,1,3,0,0,0,7.1,62,7.2,5096.35
1196,1,2,1,0,0,8.43,95,9.4,4640.39
2038,3,2,0,1,1,2.21,30,1.8,4629.0
1043,3,1,1,1,0,5.31,82,9.3,4525.55
1571,1,3,1,0,1,8.4,22,2.4,4792.13
561,4,3,0,0,0,5.87,90,8.8,3656.72
1302,1,2,1,1,1,5.51,74,6.8,4263.76
1322,4,3,0,1,1,4.67,91,9.9,5322.15
1966,2,3,1,1,1,5.12,70,5.9,5606.29
1264,4,3,0,1,0,5.48,24,6.1,4337.87
2161,2,2,1,0,0,7.32,3,1.5,4441.02
2513,5,2,1,0,1,9.03,33,2.4,6470.94
1525,5,3,1,0,0,7.38,82,7.5,5892.95
2769,1,1,0,1,1,9.29,44,4.7,6117.69
2475,4,3,1,0,0,5.69,20,9.0,6410.85
1461,2,1,0,1,0,8.59,68,1.1,3781.89
2939,5,2,0,0,1,4.44,53,8.7,6910.9
2565,5,2,0,0,0,8.87,17,7.6,6122.92
2749,5,3,0,1,1,6.3,33,3.8,7240.44
1837,4,2,0,1,0,3.37,69,4.9,5441.43
861,5,1,0,1,0,10.0,85,9.9,4628.25
2971,2,3,1,1,1,7.22,0,8.9,6927.11
1817,1,3,0,1,0,9.88,98,7.3,5824.72
1949,4,3,0,1,0,3.11,61,4.2,5548.2
1768,2,2,1,1,1,7.87,45,6.7,4914.22
2586,2,3,0,0,0,7.57,50,4.0,6698.84
1181,2,3,1,1,0,1.52,89,5.5,4117.83
1255,4,3,0,0,0,2.83,43,4.2,4344.71
638,1,3,0,1,0,6.15,71,8.9,3751.86
2406,5,3,0,0,1,6.56,65,6.6,6377.85
1596,5,1,1,0,1,8.61,8,1.1,4689.51
955,2,2,0,1,0,5.47,87,1.6,3766.56
2446,5,1,1,1,1,1.79,60,5.4,6177.42
1854,1,1,1,0,1,4.91,96,8.9,5563.7
1021,2,3,1,0,0,2.55,80,6.1,3932.95
596,5,3,1,1,0,3.36,11,1.7,3174.59
2280,1,1,1,0,0,3.45,50,8.2,5686.77
2129,4,3,1,0,0,2.54,95,8.7,6425.93
1549,1,1,1,1,0,9.33,89,6.1,5081.19
2034,2,1,1,1,0,7.73,91,4.9,5397.67
432,3,2,1,1,1,3.69,37,2.4,2733.96
2147,5,2,1,1,0,1.15,59,7.9,5351.82
506,4,2,0,0,0,8.89,2,8.3,3005.05
1500,1,1,0,0,0,3.44,85,3.7,4287.75
594,4,2,1,1,0,7.04,1,8.5,3110.34
433,5,1,1,0,1,9.84,13,6.3,3030.4
534,4,1,1,1,0,5.73,87,2.8,3082.45
2445,3,2,0,1,0,1.36,29,4.9,5328.44
2188,4,3,0,1,0,4.24,10,4.1,5302.82
1702,2,1,0,1,0,7.84,61,7.2,4801.03
1063,5,1,0,1,0,5.84,33,8.8,4137.87
1840,5,3,1,1,1,1.69,75,9.3,6087.09
943,3,3,0,0,1,8.53,8,4.3,3669.43
2936,3,1,1,0,0,4.17,57,7.9,6662.29
2850,2,1,0,0,0,5.12,52,7.4,6276.39
2013,4,3,1,0,0,7.12,87,4.0,6020.98
2867,4,2,0,0,1,8.41,49,7.1,7145.99
520,5,3,1,0,1,6.13,5,1.1,2946.58
2548,4,3,1,1,1,2.72,94,5.4,6831.48
1541,3,1,0,0,1,1.21,23,9.5,3484.66
2983,4,2,0,0,1,1.97,86,6.9,7309.11
1573,2,2,0,0,1,9.46,23,3.4,4446.95
1667,2,2,1,1,1,4.69,67,5.9,5252.16
1426,2,3,1,1,1,3.9,76,6.6,4531.95
2126,1,2,1,1,0,2.23,29,1.1,4946.43
1387,4,1,1,0,0,9.34,82,5.8,5090.34
843,2,1,0,1,0,1.4,77,2.4,2871.56
918,5,2,0,0,1,7.85,21,3.8,3744.94
648,4,1,0,0,0,4.05,93,4.3,3697.66
2019,1,2,0,0,1,2.84,56,2.6,4753.58
1047,2,3,0,0,0,9.47,34,7.2,3610.01
2907,1,2,0,1,0,3.62,79,7.5,6600.22
2373,1,2,1,1,0,7.48,72,5.0,5943.62
1206,1,3,1,0,1,6.04,77,2.1,4079.84
2751,1,3,1,0,0,2.95,75,9.6,6592.29
649,3,2,0,1,1,6.26,1,4.5,2690.9
2095,2,2,1,1,1,2.33,52,3.2,5345.34
1410,5,1,0,1,1,6.2,34,6.8,4982.86
2061,2,3,1,1,1,9.47,98,4.1,6090.99
1030,5,2,0,0,0,1.21,67,6.6,4032.26
1321,3,3,1,1,0,3.53,15,6.1,3950.07
1208,2,1,0,1,1,1.36,5,5.6,3301.4
2048,1,2,1,1,0,9.91,37,2.4,5032.54
1929,4,3,0,1,1,2.47,91,6.1,5668.25
618,5,3,0,0,0,6.2,37,5.7,3627.35
995,4,3,1,1,0,8.05,0,4.7,4500.42
1047,4,2,1,1,1,8.69,3,3.7,3947.57
1872,3,1,1,0,0,7.58,81,2.6,5446.75
2650,5,1,0,0,1,5.55,44,9.9,6298.72
2060,4,3,1,1,0,7.35,34,2.9,5890.8
1760,5,2,0,1,1,9.18,37,5.2,5370.91
1230,5,3,0,1,0,4.1,2,7.9,3761.89
2849,3,3,1,0,0,9.61,14,3.0,7003.86
647,5,1,1,1,1,3.71,93,5.9,3714.54
2878,5,2,0,1,0,4.07,22,7.1,6371.0
1327,3,2,1,1,1,8.07,29,4.8,4335.88
1076,2,3,1,0,0,6.03,90,8.1,4298.47
1255,1,2,1,0,0,3.51,52,8.6,3668.2
496,4,1,1,0,1,8.08,84,6.2,3237.57
2274,5,1,0,0,1,7.62,84,5.7,5969.75
856,2,3,0,1,0,5.26,16,5.9,3064.67
948,1,3,1,1,1,2.08,14,1.7,3206.55
1849,4,1,1,1,1,1.33,66,6.4,4926.59
742,4,2,0,0,0,5.9,92,9.7,3976.66
2645,1,3,1,0,1,9.06,64,4.1,6108.73
2287,3,2,1,1,1,3.41,54,6.6,5443.37
2267,5,2,1,0,1,7.32,59,1.8,5970.65
2465,2,1,1,1,0,8.91,14,7.4,5636.11
2385,3,3,0,0,1,2.05,28,1.4,4697.05
1542,2,1,1,0,0,8.35,17,2.3,4230.59
522,2,3,0,0,0,9.73,7,9.7,3050.73
1469,4,2,1,1,1,5.31,34,4.6,4093.63
907,4,1,1,1,0,5.95,99,2.9,4029.84
2334,4,3,1,1,1,4.36,44,5.6,5961.11
2709,1,1,1,1,1,7.12,10,6.5,6128.95
892,3,1,1,0,0,3.91,22,8.9,2936.95
1269,1,3,1,0,0,8.83,45,2.3,4315.8
1583,4,1,1,0,1,3.15,38,6.3,4328.55
770,2,1,1,0,0,8.38,5,8.8,2746.09
2775,2,1,0,1,0,6.59,68,4.2,6102.44
1178,2,2,0,0,0,6.28,28,8.3,3871.99
1150,2,3,1,1,0,3.18,13,6.3,3944.05
1965,1,3,0,0,1,3.44,40,4.0,5500.7
2849,2,1,0,0,1,5.78,14,3.1,5847.55
1455,3,1,0,1,0,1.73,56,4.1,3657.46
2381,2,3,0,0,0,5.39,21,6.8,5448.63
1515,1,1,0,0,1,4.01,23,7.0,3581.43
2493,1,1,0,0,0,7.85,49,3.3,5531.71
411,3,1,1,1,0,1.77,22,9.1,1714.64
582,3,2,0,1,0,4.55,37,7.6,3228.54
2970,5,1,1,1,0,7.93,11,7.1,7102.23
584,4,1,1,0,0,4.05,25,4.8,2775.4
2115,1,1,0,0,1,1.7,99,2.1,4399.37
1739,3,1,0,1,0,4.31,60,4.4,4563.58
1305,5,3,0,1,1,8.76,88,3.1,5388.59
1391,5,3,0,1,1,5.84,49,1.3,4779.45
1925,3,3,1,0,1,1.23,33,5.5,4663.88
862,2,2,1,1,0,1.48,6,8.3,3058.63
2759,5,2,0,0,1,8.27,59,4.9,6417.65
2935,1,3,1,1,1,9.38,82,4.7,7581.12
1790,5,2,1,0,0,5.97,8,3.9,4948.94
2690,3,1,0,1,0,9.33,43,4.9,6085.36
800,4,2,0,1,0,6.63,90,4.5,4258.87
2697,3,3,1,1,0,2.0,95,7.5,6959.25
2905,3,1,1,0,0,8.21,39,9.5,6820.58
2788,4,1,0,0,0,6.91,10,9.4,6649.06
1960,3,1,0,1,0,1.54,12,9.9,4231.87
2136,1,3,0,0,1,5.76,55,10.0,5747.32
1322,3,3,1,0,0,5.35,16,1.1,3687.0
2282,2,3,0,0,1,3.52,36,2.1,5346.22
980,3,2,0,0,0,9.6,95,2.7,4402.44
749,1,1,0,0,0,1.22,14,4.5,1747.79
2924,2,1,0,0,1,1.32,37,8.9,5779.95
2409,1,3,0,0,0,3.0,24,5.7,5315.77
504,1,2,0,0,1,2.24,55,8.9,2649.48
1331,5,2,0,0,0,2.35,20,2.7,3599.71
2932,5,1,1,1,0,3.37,67,8.6,6854.39
1759,4,1,1,0,1,3.83,82,7.3,5410.45
777,3,2,0,0,0,8.66,71,7.5,4322.52
1036,4,3,1,0,1,7.84,24,2.2,4404.72
1502,5,1,1,0,1,3.55,46,7.1,4759.47
2830,4,3,0,1,1,6.96,67,8.7,7688.76
649,3,1,1,1,1,1.93,17,2.5,2248.48
